3 2727
3 2 1426
2 2 6154
1 1 2700
3 1 2407
2 2 6701
3 3 468
2 2 5081
3 3 3411
3 2 9183
3 1 2186
3 3 6147
3 3 3439
1 1 8469
3 3 2669
3 3 1884
2 2 8972
2 2 8131
2 1 869
3 1 8823
1 3 4956
2 2 808
3 1 1448
1 2 8294
1 3 2653
2 3 1163
1 2 2067
3 1 5635
3 3 6655
1 3 7180
2 1 1177
2 2 3687
2 2 1544
1 2 8411
1 1 2360
2 3 8655
2 1 5850
2 1 8660
2 2 7822
2 2 5435
2 3 804
3 3 6271
1 3 8018
2 3 2237
1 2 7228
3 1 3809
3 1 9536
3 3 4951
3 1 9915
3 1 5958
3 3 263
1 3 9283
3 3 9039
2 3 2433
3 1 6520
1 1 8733
1 1 4060
3 3 4922
1 3 5559
3 1 6210
3 3 2083
3 2 7639
2 1 1791
1 3 8567
2 3 5589
3 2 2857
2 3 2711
1 2 8089
3 3 6413
3 1 4974
3 1 1626
3 2 9263
1 2 6136
1 2 1377
1 2 602
1 2 7800
3 2 1001
2 2 508
3 2 8571
2 2 5272
1 2 9362
2 3 3893
1 2 4810
1 1 5454
3 1 6527
1 1 2573
3 2 7907
3 3 8548
2 1 8769
1 1 4289
3 2 8501
2 3 9611
2 1 4213
2 1 6250
2 2 5032
2 1 4478
3 1 8584
3 2 2906
3 1 243
2 2 9858
2 1 550
1 3 3247
3 3 7428
3 2 5612
2 3 8155
2 2 9191
2 2 3100
2 3 8017
2 1 1675
3 3 3864
2 2 3937
2 2 3205
1 3 7881
3 1 5681
2 2 9388
1 1 2301
1 2 2225
2 1 3449
1 1 9031
2 3 2331
2 2 8259
3 2 7640
2 2 5712
2 3 5281
3 2 7496
2 1 2413
3 1 1441
1 3 7216
1 3 5437
1 3 1633
2 2 4414
2 1 3455
3 1 2405
1 2 30
3 3 3183
3 1 7192
3 1 2153
2 1 4800
3 3 7128
3 1 4031
3 1 9902
2 3 6344
3 3 7078
3 1 8655
1 3 2016
2 3 835
3 2 9435
2 1 1092
2 2 9035
2 2 9889
1 2 2311
1 3 9189
2 1 7655
2 2 5185
2 2 5655
1 2 7673
3 2 9805
2 3 509
3 3 3403
2 2 7105
2 3 6248
1 1 7958
3 3 2758
3 1 6968
3 3 5947
3 3 3009
2 3 9623
2 2 7824
1 2 1363
3 2 1441
2 1 6860
1 2 1117
3 1 2290
2 3 2840
2 2 2877
3 3 9018
3 1 4613
2 2 6331
2 1 7063
3 3 6483
2 1 2619
2 2 2215
2 3 5726
2 1 8054
2 2 5713
3 2 1548
1 1 8421
1 3 3366
1 2 4860
1 1 3480
1 1 6026
3 1 2872
1 2 7525
2 3 4543
3 3 4135
1 2 2091
3 2 3702
1 1 4872
3 3 9268
2 3 7404
2 3 7972
2 1 9685
2 3 1220
3 2 1683
2 3 5264
2 2 8523
2 2 5299
2 1 6396
2 3 7243
1 3 2939
1 1 1347
1 3 1212
1 1 116
3 2 2168
1 1 488
1 1 1063
2 3 6938
2 2 6867
2 2 2713
1 2 8615
3 3 878
1 2 3933
2 3 8141
2 2 5561
3 3 330
3 2 5830
3 3 216
2 1 7794
1 3 3904
1 1 6362
3 1 4716
3 2 1242
2 1 1043
2 2 8403
2 1 2018
1 3 2757
3 3 7005
1 1 5215
2 1 1623
1 1 1305
3 2 8401
3 2 5229
2 2 1165
1 1 8086
2 2 8632
1 1 70
1 2 2632
3 3 2052
1 2 2738
3 1 9386
3 1 6666
1 1 1603
2 1 347
1 1 8581
1 2 1073
1 2 8238
2 2 2049
2 2 6125
3 2 6792
3 1 2603
1 3 3811
3 3 3105
1 3 5119
3 1 936
1 2 9571
3 3 2956
2 3 8115
2 3 1140
1 1 1626
1 3 5602
1 2 2451
3 2 6898
1 3 2684
1 1 2408
2 1 5009
2 3 2222
3 3 1502
3 3 7935
2 1 4369
1 1 8682
3 1 8881
1 2 5465
1 1 8400
1 1 4510
3 2 9511
3 1 7837
1 2 4067
2 2 115
1 3 6470
2 1 7085
2 3 2671
3 3 3018
1 3 6914
1 2 5965
3 1 8053
1 2 5902
1 3 2126
2 3 3185
3 1 8578
3 2 242
3 3 9540
2 2 3907
1 2 4303
1 2 2180
3 2 7883
1 3 8258
1 2 754
1 1 3550
1 3 9739
1 2 5221
3 2 6136
2 2 898
3 1 8374
2 3 514
3 1 8657
3 1 1713
3 3 1580
2 2 1971
1 1 5318
3 3 48
1 2 632
1 3 8242
3 1 4705
3 2 9905
2 2 9012
3 1 5054
3 1 3540
1 3 6528
2 1 1317
1 3 7884
2 3 4714
3 2 3108
1 3 2166
2 2 4566
1 1 6569
1 1 7756
1 3 398
1 2 4469
1 2 4728
3 1 4594
3 3 9814
2 3 5211
3 3 7550
1 3 6440
2 1 2445
1 1 1031
3 2 2075
1 1 9951
1 2 8385
3 2 584
1 2 6644
1 3 2308
1 1 1939
2 3 7789
2 1 4110
1 2 602
2 1 3865
3 2 6495
3 2 1729
3 2 2664
3 2 4261
2 3 3282
3 3 6796
1 1 3345
2 3 7401
3 2 976
3 2 9574
1 3 2743
2 1 6255
3 2 5070
1 1 4999
3 1 3506
1 1 7867
2 1 4071
3 3 3026
1 2 2442
3 1 5273
1 3 7596
1 1 6608
3 2 7762
2 3 3179
2 1 1755
3 1 2877
3 1 2761
2 3 7681
3 2 8759
1 3 8496
2 1 7103
1 3 2061
1 3 9928
3 3 2830
2 3 1923
3 1 4741
2 3 6348
2 3 2981
3 1 6374
3 3 3822
3 1 7445
1 2 4537
2 3 6533
1 3 3719
3 2 1397
3 2 4175
2 3 1576
1 1 3302
3 2 6209
3 1 5665
2 1 6382
3 2 884
1 1 4838
1 3 5693
3 2 1404
3 1 7157
3 3 8922
1 2 1844
3 3 7704
2 2 8108
3 3 5824
1 1 6675
3 3 1789
1 3 9612
2 2 7572
3 3 4034
1 3 3853
1 1 9641
3 1 634
2 1 4176
2 3 2723
1 1 7717
1 3 9851
1 2 1720
3 2 3462
3 3 2781
2 2 2269
1 2 312
1 2 9995
1 2 8180
3 1 1865
1 1 6817
3 3 5073
2 3 3504
1 1 1139
2 2 9032
3 1 651
3 1 126
3 3 82
2 2 530
2 2 3128
1 2 5885
1 2 9189
2 3 6299
2 2 4745
1 3 9808
1 2 6303
3 3 7740
1 1 6719
1 1 291
3 3 8746
1 3 5916
1 1 8614
3 1 3537
1 2 4246
3 3 7208
3 1 5050
2 2 2571
1 2 6957
3 2 9119
1 3 3697
1 2 660
1 1 3714
1 2 9848
1 3 3061
1 1 7897
3 2 7158
1 2 1203
3 1 5822
2 3 3299
2 2 378
2 2 6440
3 1 3320
1 2 1683
1 2 6369
1 2 7093
2 2 523
1 1 2388
2 1 3034
3 3 6512
1 2 3724
2 2 583
2 3 7941
1 1 6475
3 2 3675
2 1 6260
2 3 8918
1 3 6454
3 2 5741
1 1 6339
2 2 5076
3 1 2930
2 3 6476
2 2 2225
2 2 8614
3 3 348
2 3 8698
3 1 6142
3 2 8203
1 3 778
3 3 1028
3 2 9368
1 3 3046
2 2 853
3 1 6867
3 1 2372
3 1 822
3 1 7659
1 1 5291
2 1 7268
3 3 707
1 2 7700
3 3 1562
3 2 2153
3 3 3687
3 1 7529
2 1 5962
1 3 9602
1 1 675
2 3 6235
1 3 1763
3 3 5119
1 2 5056
2 2 3937
1 1 4874
2 3 1610
1 3 2369
2 2 544
2 1 8160
3 2 2235
1 3 9959
3 1 8053
2 1 8703
1 1 7121
3 3 1426
3 3 4195
2 1 5807
3 3 8258
3 1 8869
1 2 5652
3 3 2713
1 1 4685
3 1 1328
3 3 58
1 3 8164
3 3 2138
3 3 4835
1 3 8268
2 3 8752
2 3 8190
3 1 8655
2 1 8582
2 2 5287
1 3 9520
2 1 8460
1 1 4441
1 1 6842
3 3 1057
2 3 9654
3 3 684
1 3 1969
2 2 8391
1 2 9372
2 1 9221
2 3 9124
2 3 1018
2 2 6015
3 3 5311
3 2 6326
1 3 7104
1 3 7131
3 2 6207
3 1 4242
2 2 8960
3 1 8138
3 2 7845
3 1 7183
2 1 6853
3 1 2759
2 2 8049
3 1 7799
1 2 1716
1 3 7076
2 1 2299
1 2 602
3 1 5812
1 1 8734
2 3 7538
1 2 2424
2 3 5113
1 2 3935
1 3 4517
2 2 418
2 2 9591
2 1 6262
2 2 2243
3 1 1372
2 1 7706
3 1 478
3 2 8724
2 1 6707
3 1 4304
3 2 9182
2 1 4319
1 1 7560
3 1 6969
1 3 5004
2 2 6540
2 3 1628
2 2 3618
1 1 901
1 1 5761
3 1 6013
1 1 5731
3 2 5639
3 3 1841
3 1 3159
2 1 7067
3 1 2944
3 1 6549
2 2 8629
1 2 9076
1 1 8275
2 2 1008
1 1 3275
3 3 145
2 1 3269
1 3 494
3 2 1143
2 1 9132
2 1 8422
1 3 7125
3 1 2829
2 3 9355
2 1 7957
1 2 9211
3 3 489
2 2 8649
3 2 4044
1 3 3893
3 3 8453
2 1 9052
1 3 7602
3 3 3568
1 3 6327
2 2 8803
3 2 6484
1 2 9186
1 1 1406
2 2 7832
2 1 1321
3 1 2002
2 2 3757
1 1 799
1 1 774
1 1 7952
1 2 9644
3 1 1776
2 1 3016
3 2 8473
1 3 6703
1 3 3451
3 1 4887
2 3 659
2 1 6146
2 3 2304
1 2 1301
3 3 4821
3 1 6437
2 3 7201
3 1 3836
3 3 7434
1 3 9209
3 3 7665
1 3 4212
2 2 7877
3 2 563
2 3 9608
2 3 8623
2 2 3452
2 2 6739
3 2 517
2 1 3273
3 3 4365
3 1 5644
1 1 6386
2 1 3252
1 1 3142
3 1 9651
2 3 3932
1 2 7685
2 3 4876
3 2 7249
1 3 7065
3 2 3762
1 1 395
